Probeset	ART_0dpi_1	ART_0dpi_2	ART_0dpi_3
Mtr.36929.1.S1_s_at	422.477	383.005	411.341
Mtr.3693.1.S1_at	6.99162	7.35893	7.41953
Mtr.36930.1.S1_at	144.669	87.2743	61.2909
Mtr.36931.1.S1_at	571.97	527.763	579.78
Mtr.36932.1.S1_at	12.6616	11.0583	11.768
Mtr.36933.1.S1_at	72.2414	63.0704	59.1133
Mtr.36934.1.S1_at	21.4818	13.8866	18.3254
Mtr.36934.1.S1_s_at	20.6196	13.4256	10.791
Mtr.36936.1.S1_at	17.5556	16.0704	15.1514
Mtr.36937.1.S1_at	11.0152	10.1946	12.5409
Mtr.36938.1.S1_at	7.83749	7.73368	6.72902
Mtr.36939.1.S1_at	21.5488	11.0503	13.1486
Mtr.3694.1.S1_at	6.11051	5.62927	6.56887
Mtr.36940.1.S1_at	3335.05	2496.61	2648.21
Mtr.36941.1.S1_at	516.394	488.681	450.472
Mtr.36942.1.S1_at	429.127	363.23	292.05
Mtr.36943.1.S1_at	9.00836	9.25146	8.14329
Mtr.36944.1.S1_at	9.3501	8.36934	7.94007
Mtr.36945.1.S1_at	11.3501	8.36535	8.95171
Mtr.36946.1.S1_at	52.3897	29.2625	17.8457
Mtr.36947.1.S1_at	8.58519	10.9294	8.48097
Mtr.36948.1.S1_at	808.016	682.027	575.978
Mtr.36949.1.S1_at	44.103	43.4663	53.2439
Mtr.36949.1.S1_a_at	529.452	400.367	546.933
Mtr.36950.1.S1_at	187.722	219.521	124.675
Mtr.36951.1.S1_at	27.7463	32.3068	20.1153
Mtr.36952.1.S1_at	51.7489	40.5068	33.6734
Mtr.36952.1.S1_x_at	120.571	81.9708	87.3632
Mtr.36953.1.S1_at	24.2634	76.4731	93.2009
Mtr.36954.1.S1_at	17.8694	17.9141	17.5353
Mtr.36955.1.S1_at	5.92418	6.99789	7.14028
Mtr.36956.1.S1_at	974.902	928.284	951.748
Mtr.36957.1.S1_at	6.78656	6.99935	7.81378
Mtr.36957.1.S1_s_at	25.1826	13.7582	15.8226
Mtr.36958.1.S1_at	6.28522	5.74524	6.74311
Mtr.36959.1.S1_at	10.897	12.5398	11.3025
Mtr.36959.1.S1_a_at	6.95954	7.11088	6.73871
Mtr.3696.1.S1_at	6.83517	8.12189	6.98217
Mtr.36961.1.S1_at	14.6843	9.98001	10.7611
Mtr.36962.1.S1_at	6.95958	5.78575	5.75079
Mtr.36963.1.S1_at	6.55033	5.73571	6.223
Mtr.36964.1.S1_at	456.467	471.815	373.924
Mtr.36965.1.S1_at	498.975	441.156	432.418
Mtr.36966.1.S1_at	15.72	14.7376	15.1326
Mtr.36967.1.S1_at	14.1092	8.40309	11.3766
Mtr.36968.1.S1_at	8.75461	8.35866	11.0059
Mtr.36969.1.S1_at	518.472	489.437	403.884
Mtr.3697.1.S1_at	16.5589	13.0692	12.5379
Mtr.36970.1.S1_at	18.4691	40.2078	23.3568
Mtr.36971.1.S1_at	8.19827	7.03082	7.4158
Mtr.36972.1.S1_at	605.415	369.026	355.992
Mtr.36973.1.S1_at	28.341	18.0541	33.038
Mtr.36974.1.S1_at	7.57503	6.57376	6.93576
Mtr.36975.1.S1_at	9.14644	11.0982	7.61506
Mtr.36976.1.S1_at	392.544	349.039	263.722
Mtr.36977.1.S1_at	1111.96	959.69	683.74
Mtr.36978.1.S1_at	30.0132	26.9699	21.4319
Mtr.36979.1.S1_at	15.422	13.5775	11.484
Mtr.3698.1.S1_at	93.4418	81.7179	71.7371
Mtr.36980.1.S1_at	12.5214	12.1346	13.22
Mtr.36981.1.S1_at	9.25534	11.3532	9.37772
Mtr.36982.1.S1_at	9.11592	11.7845	8.11615
Mtr.36983.1.S1_at	22.5286	31.9096	29.4958
Mtr.36984.1.S1_at	339.057	294.967	238.14
Mtr.36985.1.S1_at	6.00052	6.27388	6.83229
Mtr.36985.1.S1_s_at	12.7873	8.31891	12.4475
Mtr.36986.1.S1_at	89.3794	61.1659	42.958
Mtr.36986.1.S1_s_at	114.028	99.4325	59.2079
Mtr.36987.1.S1_at	81.2111	56.3433	48.5754
Mtr.36988.1.S1_at	10.2937	12.8308	11.3496
Mtr.36989.1.S1_at	6.7184	7.54249	8.22485
Mtr.3699.1.S1_at	7.28384	6.19731	7.40547
Mtr.36990.1.S1_at	23.3307	24.3744	23.2001
Mtr.36991.1.S1_at	21.5151	11.569	16.734
Mtr.36992.1.S1_at	861.681	789.71	789.64
Mtr.36993.1.S1_at	81.4227	168.254	109.521
Mtr.36994.1.S1_at	5.89505	7.40365	5.37046
Mtr.36994.1.S1_s_at	8.00949	6.35119	6.8843
Mtr.36995.1.S1_at	443.487	418.326	379.127
Mtr.36996.1.S1_at	1709.28	1815.36	1350.03
Mtr.36997.1.S1_at	10.3265	8.05658	8.36786
Mtr.36998.1.S1_at	5.34088	6.53031	5.20515
Mtr.36999.1.S1_at	442.686	453.425	363.951
Mtr.37.1.S1_at	9.46618	8.90129	8.20258
Mtr.370.1.S1_at	26.1183	36.8523	20.8613
Mtr.3700.1.S1_at	9.59243	9.71246	10.1555
Mtr.37000.1.S1_at	7.8953	7.54317	8.96245
Mtr.37001.1.S1_at	10.4744	7.22802	9.69143
Mtr.37002.1.S1_at	1305.43	1213.55	1124.14
Mtr.37003.1.S1_at	5.65286	5.32691	5.28996
Mtr.37004.1.S1_at	9.28815	7.36306	6.69439
Mtr.37005.1.S1_at	8.67402	8.3848	7.96578
Mtr.37006.1.S1_at	14.187	11.6639	16.1807
Mtr.37007.1.S1_at	6.90244	5.64531	6.77321
Mtr.37008.1.S1_at	486.267	548.994	445.984
Mtr.37009.1.S1_at	455.673	418.982	360.543
Mtr.3701.1.S1_at	9.66988	9.80641	9.38949
Mtr.37010.1.S1_at	359.423	274.833	235.378
Mtr.37011.1.S1_at	5.97069	6.13341	5.38704
Mtr.37011.1.S1_x_at	7.35712	6.75575	5.33063
Mtr.37012.1.S1_at	14.6018	15.3295	15.4469
Mtr.37013.1.S1_at	7.27788	7.47398	9.01847
Mtr.37014.1.S1_at	2039.95	2069.55	1786.93
Mtr.37015.1.S1_at	478.346	425.93	463.043
Mtr.37016.1.S1_at	7.84142	7.12064	8.42409
Mtr.37017.1.S1_at	15.1313	12.0027	18.6731
Mtr.37018.1.S1_at	45.6501	40.1857	36.8776
Mtr.37019.1.S1_at	17.8398	9.82624	9.84346
Mtr.3702.1.S1_x_at	13.5553	15.9777	12.8247
Mtr.37020.1.S1_at	343.027	355.969	297.776
Mtr.37021.1.S1_at	10.7483	7.92696	8.28709
Mtr.37022.1.S1_at	8.2334	6.9047	7.36761
Mtr.37023.1.S1_s_at	1098.86	886.713	1073.75
Mtr.37024.1.S1_at	772.366	787.386	767.517
Mtr.37025.1.S1_at	48.5196	32.1515	23.7479
Mtr.37025.1.S1_a_at	34.3029	50.3635	28.0405
Mtr.37026.1.S1_at	8.27176	5.41068	7.28325
Mtr.37027.1.S1_at	2705.78	2471.9	2142.64
Mtr.37028.1.S1_at	9.58275	7.95155	9.92445
Mtr.37029.1.S1_at	96.6517	86.9429	63.1241
Mtr.3703.1.S1_at	5.80652	5.73994	7.04948
Mtr.37030.1.S1_at	9.55244	10.8689	9.61681
Mtr.37031.1.S1_at	8.58515	8.28378	9.07093
Mtr.37032.1.S1_at	59.5532	64.2414	43.8328
Mtr.37033.1.S1_s_at	102.641	143.686	182.552
Mtr.37034.1.S1_at	129.257	127.946	94.4206
Mtr.37034.1.S1_s_at	377.502	308	330.272
Mtr.37035.1.S1_at	8.85255	7.63354	9.85307
Mtr.37036.1.S1_at	7.17325	9.66804	6.82688
Mtr.37037.1.S1_at	31.1314	29.2486	27.0774
Mtr.37038.1.S1_at	2888.85	2787.72	2504.79
Mtr.37039.1.S1_at	19.5494	15.4716	19.1533
Mtr.3704.1.S1_at	8.83761	7.73577	8.42121
Mtr.37040.1.S1_at	7.14277	7.68392	7.10122
Mtr.37041.1.S1_at	16.2075	15.9938	19.1273
Mtr.37042.1.S1_at	18.7154	20.6	13.9525
Mtr.37043.1.S1_at	868.247	628.079	615.128
Mtr.37044.1.S1_at	246.883	250.178	206.265
Mtr.37045.1.S1_at	412.998	425.749	438.245
Mtr.37046.1.S1_at	236.489	281.33	243.307
Mtr.37047.1.S1_at	7.07949	8.35435	8.906
Mtr.37048.1.S1_at	7.66437	7.48754	7.01952
Mtr.37049.1.S1_at	163.91	120.506	97.4318
Mtr.3705.1.S1_at	6.16626	6.02693	6.77427
Mtr.37050.1.S1_at	624.847	653.448	578.215
Mtr.37051.1.S1_at	7.15535	5.84864	6.90703
Mtr.37052.1.S1_at	8.55221	7.91972	7.46024
Mtr.37053.1.S1_at	25.2647	17.6748	26.9022
Mtr.37054.1.S1_at	609.64	582.936	571.635
Mtr.37055.1.S1_at	11.8411	17.2906	10.7479
Mtr.37056.1.S1_at	42.202	36.5266	34.7671
Mtr.37057.1.S1_at	36.6927	22.161	19.0775
Mtr.37058.1.S1_at	80.8362	52.4476	26.4337
Mtr.37059.1.S1_at	9.12955	7.9876	6.81158
Mtr.3706.1.S1_at	8.61891	7.80948	6.52544
Mtr.37060.1.S1_at	7.33376	8.61687	8.42816
Mtr.37061.1.S1_at	36.6618	26.3489	15.7781
Mtr.37062.1.S1_at	10.9014	9.47802	11.2966
Mtr.37063.1.S1_at	43.2397	50.5577	60.9362
Mtr.37064.1.S1_at	10.249	8.92312	10.5579
Mtr.37065.1.S1_at	18.1849	10.5235	18.0666
Mtr.37066.1.S1_at	21.5596	17.7526	18.6838
Mtr.37067.1.S1_at	25.8622	22.9063	17.7509
Mtr.37068.1.S1_at	143.702	115.529	66.6261
Mtr.37069.1.S1_at	486.181	484.302	457.659
Mtr.3707.1.S1_at	12.519	9.83156	9.6597
Mtr.37070.1.S1_at	13.9029	9.44474	12.1709
Mtr.37071.1.S1_at	8.97382	8.51686	9.61141
Mtr.37072.1.S1_at	10.0026	9.99874	9.15442
Mtr.37073.1.S1_at	13.2549	11.7741	8.62742
Mtr.37074.1.S1_at	131.106	96.0802	97.8495
Mtr.37075.1.S1_at	782.344	778.355	439.199
Mtr.37076.1.S1_at	14.6555	8.98286	9.75973
Mtr.37077.1.S1_at	7.54199	7.81222	7.93791
Mtr.37078.1.S1_at	450.929	308.424	309.03
Mtr.37079.1.S1_at	40.173	57.8799	44.5022
Mtr.3708.1.S1_at	8.60134	7.42097	6.51101
Mtr.37080.1.S1_at	39.9	34.5775	20.3251
Mtr.37081.1.S1_at	5.08208	7.47484	5.98327
Mtr.37082.1.S1_at	9.35053	7.38239	6.71046
Mtr.37083.1.S1_at	6.95471	6.67836	6.83229
Mtr.37084.1.S1_at	711.909	782.903	663.087
Mtr.37085.1.S1_at	1927.06	1680.67	1071.26
Mtr.37086.1.S1_at	20.6196	23.4254	27.6141
Mtr.37087.1.S1_at	42.4356	37.4828	30.7375
Mtr.37088.1.S1_at	14.7896	10.0981	9.77252
Mtr.37089.1.S1_at	7.87835	7.43339	7.46322
Mtr.3709.1.S1_at	7.82006	8.81572	8.44979
Mtr.37090.1.S1_at	500.578	349.258	352.958
Mtr.37091.1.S1_at	259.152	218.008	273.842
Mtr.37092.1.S1_at	395.526	404.988	285.882
Mtr.37093.1.S1_at	1185.48	1272.97	1116.41
Mtr.37094.1.S1_at	73.8049	55.96	49.2776
Mtr.37095.1.S1_at	74.8375	49.4686	80.6726
Mtr.37096.1.S1_at	10.0819	13.6683	10.4367
Mtr.37096.1.S1_a_at	16.1812	21.8949	18.7884
Mtr.37097.1.S1_at	345.421	282.555	257.409
Mtr.37098.1.S1_at	8.56905	9.09043	9.85233
Mtr.37099.1.S1_at	9.90011	8.35219	8.04395
Mtr.371.1.S1_at	10.3442	13.944	9.63011
Mtr.3710.1.S1_at	36.4001	38.2971	35.6153
Mtr.37100.1.S1_at	1458.68	1432.96	1367.4
Mtr.37101.1.S1_at	5.84504	6.72104	6.17252
Mtr.37102.1.S1_at	19.4807	15.3031	13.6584
Mtr.37103.1.S1_at	356.983	378.82	394.237
Mtr.37104.1.S1_at	19.4867	16.9496	26.7149
Mtr.37105.1.S1_at	8.6292	9.99023	6.20791
Mtr.37107.1.S1_at	9.57012	6.27716	7.83865
Mtr.37108.1.S1_at	9.17071	7.78352	6.73034
Mtr.37109.1.S1_at	262.047	228.935	185.101
Mtr.3711.1.S1_at	16.3657	12.1914	11.8418
Mtr.37110.1.S1_at	9.06828	8.81016	9.0084
Mtr.37111.1.S1_at	36.5873	30.4753	31.1496
Mtr.37112.1.S1_at	10.9507	11.1624	12.7071
Mtr.37113.1.S1_at	39.9495	24.2475	23.9181
Mtr.37114.1.S1_at	9.56244	8.00287	7.93987
Mtr.37115.1.S1_at	9.3572	8.91954	8.54342
Mtr.37116.1.S1_at	7.66295	7.26773	7.0159
Mtr.37117.1.S1_at	6.46328	7.01049	7.19033
Mtr.37118.1.S1_at	28.6336	17.0729	18.054
Mtr.37119.1.S1_at	7.27796	8.04579	6.80453
Mtr.3712.1.S1_at	22.142	17.8722	15.8148
Mtr.37120.1.S1_at	22.5518	15.4964	14.5985
Mtr.37121.1.S1_at	9.69889	9.63167	10.062
Mtr.37122.1.S1_at	394.172	344.901	339.724
Mtr.37123.1.S1_s_at	314.786	455.382	410.307
Mtr.37124.1.S1_at	5.7784	5.91733	5.48219
Mtr.37125.1.S1_at	261.022	206.69	171.095
Mtr.37127.1.S1_at	889.968	825.008	619.862
Mtr.37128.1.S1_at	584.176	555.544	536.062
Mtr.37129.1.S1_at	22.5686	16.075	15.9881
Mtr.3713.1.S1_at	15.7236	17.1192	18.9103
Mtr.37130.1.S1_at	60.1269	51.186	48.1818
Mtr.37132.1.S1_at	63.9685	42.6612	31.2633
Mtr.37133.1.S1_at	9.42878	7.60582	8.39738
Mtr.37134.1.S1_at	6.64864	7.22802	6.31604
Mtr.37135.1.S1_at	10.8887	9.77773	10.4613
Mtr.37136.1.S1_at	580.145	482.859	477.203
Mtr.37137.1.S1_at	19.1573	18.1055	14.4402
Mtr.37139.1.S1_at	19.6994	20.7011	23.2581
Mtr.3714.1.S1_at	12.9861	8.84012	9.97245
Mtr.37140.1.S1_at	1470.84	1408.27	1323.76
Mtr.37141.1.S1_at	96.398	68.2862	33.0632
Mtr.37142.1.S1_at	312.389	280.291	271.573
Mtr.37143.1.S1_at	5.80147	4.57987	6.48722
Mtr.37144.1.S1_at	8.45495	6.22727	8.0487
Mtr.37145.1.S1_at	7.96403	7.57444	6.31947
Mtr.37146.1.S1_at	12.4017	13.5719	11.3413
Mtr.37147.1.S1_at	1074.88	1144.01	980.655
Mtr.37148.1.S1_at	10.9888	10.1322	13.0414
Mtr.37149.1.S1_at	62.8453	61.8458	51.6597
Mtr.3715.1.S1_at	23.87	20.9183	19.1399
Mtr.37151.1.S1_at	8.83231	9.90576	7.40499
Mtr.37152.1.S1_at	19.669	12.5441	15.3019
Mtr.37153.1.S1_at	563.598	391.583	323.728
Mtr.37154.1.S1_at	9.69302	7.3809	8.57872
Mtr.37155.1.S1_at	87.2587	61.3606	33.038
Mtr.37156.1.S1_at	443.44	438.818	379.518
Mtr.37157.1.S1_at	8.32651	6.65522	7.55742
Mtr.37158.1.S1_at	20.1529	15.9777	23.5001
Mtr.37159.1.S1_at	22.3986	26.5453	27.1938
Mtr.3716.1.S1_at	23.1303	12.5598	10.387
Mtr.37160.1.S1_at	6.579	6.06228	6.12827
Mtr.37160.1.S1_s_at	10.3623	9.35024	8.80455
Mtr.37161.1.S1_at	17.9723	10.629	14.8879
Mtr.37162.1.S1_at	104.425	91.6099	67.5078
Mtr.37163.1.S1_at	19.2015	23.3112	20.042
Mtr.37164.1.S1_at	64.8806	140.014	103.507
Mtr.37165.1.S1_at	32.7001	70.7668	69.49
Mtr.37166.1.S1_at	29.9161	18.2069	12.8616
Mtr.37167.1.S1_at	160.115	167.568	162.718
Mtr.37168.1.S1_at	501.087	380.745	503.808
Mtr.37169.1.S1_at	99.905	141.934	113.306
Mtr.3717.1.S1_at	12.0624	10.1021	8.49701
Mtr.37170.1.S1_at	397.448	474.396	483.75
Mtr.37171.1.S1_at	230.801	275.247	245.7
Mtr.37172.1.S1_at	13.1411	11.4276	9.6664
Mtr.37173.1.S1_s_at	13.7899	11.4337	14.2376
Mtr.37174.1.S1_at	47.2472	63.011	48.6768
Mtr.37175.1.S1_at	20.6402	25.0717	27.3116
Mtr.37176.1.S1_at	11.6062	12.204	11.4962
Mtr.37177.1.S1_at	14.469	13.385	15.8633
Mtr.37178.1.S1_at	7.43655	11.3697	7.74649
Mtr.37179.1.S1_at	28.869	75.9362	91.1178
Mtr.3718.1.S1_at	8.77211	7.25087	7.81979
Mtr.37180.1.S1_at	87.7255	83.2074	87.9968
Mtr.37181.1.S1_at	2443.99	3430.42	3059.13
Mtr.37182.1.S1_at	5.16614	4.93675	5.58751
Mtr.37182.1.S1_s_at	7.76946	6.21838	6.84968
Mtr.37183.1.S1_at	20.2891	31.0805	24.0583
Mtr.37184.1.S1_at	12.9485	23.2326	26.6541
Mtr.37185.1.S1_at	27.9781	77.952	80.8324
Mtr.37186.1.S1_at	182.078	200.148	221.942
Mtr.37187.1.S1_at	38.4865	56.9772	61.8047
Mtr.37188.1.S1_at	509.545	498.405	656.264
Mtr.37189.1.S1_at	137.391	106.55	84.2178
Mtr.3719.1.S1_at	8.02176	7.88613	6.8452
Mtr.37190.1.S1_at	351.912	427.136	424.565
Mtr.37191.1.S1_at	326.653	334.206	243.775
Mtr.37192.1.S1_at	10.2649	8.71098	9.14036
Mtr.37193.1.S1_at	34.963	101.798	99.2367
Mtr.37194.1.S1_at	8.65537	8.42551	9.04111
Mtr.37195.1.S1_at	110.043	120.493	108.091
Mtr.37196.1.S1_at	13.5553	10.3437	8.30116
Mtr.37197.1.S1_at	14.5994	16.788	17.9523
Mtr.37198.1.S1_at	138.072	300.683	269.448
Mtr.37199.1.S1_at	325.503	199.765	162.764
Mtr.372.1.S1_at	8.23733	13.4256	9.3446
Mtr.3720.1.S1_at	27.2849	17.5504	21.0752
Mtr.37200.1.S1_at	46.2303	61.4623	56.463
Mtr.37201.1.S1_at	68.3848	75.9926	78.9792
Mtr.37202.1.S1_at	74.9804	154.619	184.57
Mtr.37203.1.S1_at	770.165	561.417	488.773
Mtr.37204.1.S1_at	245.559	146.763	190.522
Mtr.37205.1.S1_at	8.9616	8.0735	9.5595
Mtr.37206.1.S1_at	61.3362	95.303	122.177
Mtr.37207.1.S1_at	41.6761	137.883	165.551
Mtr.37208.1.S1_at	79.8814	125.273	120.558
Mtr.37209.1.S1_at	437.841	410.575	563.19
Mtr.37209.1.S1_s_at	3726.12	2978.91	3676.09
Mtr.3721.1.S1_at	8.46129	5.5419	6.5392
Mtr.37210.1.S1_at	453.466	268.111	309.789
Mtr.37211.1.S1_at	11101.4	12027.6	12099.9
Mtr.37212.1.S1_at	10006.5	10379.9	10536.4
Mtr.37213.1.S1_at	9.25572	11.604	9.93188
Mtr.37214.1.S1_at	1885.02	2416.11	2512.55
Mtr.37215.1.S1_at	30.8743	24.5905	17.8897
Mtr.37216.1.S1_at	9638.3	7343.8	7146.33
Mtr.37218.1.S1_at	5608.49	6185.41	6586.46
Mtr.37219.1.S1_at	8355.09	8820.42	8026.09
Mtr.3722.1.S1_at	136.32	121.219	98.0338
Mtr.37220.1.S1_x_at	4214.51	5319.87	5880.99
Mtr.37221.1.S1_at	8.37539	7.60437	7.19018
Mtr.37222.1.S1_at	9326.2	6185.1	5152.52
Mtr.37223.1.S1_at	4935.57	4913.63	5186.26
Mtr.37224.1.S1_at	14753.6	11568.8	11884.6
Mtr.37225.1.S1_at	4004.07	3425.39	3270.67
Mtr.37226.1.S1_at	6151.95	7454.27	6751.35
Mtr.37227.1.S1_at	10828.3	7797.63	9018.29
Mtr.37228.1.S1_at	8656.05	9790.62	8503.35
Mtr.37229.1.S1_at	1899.38	1918.72	1621.99
Mtr.3723.1.S1_at	15.1156	22.2412	12.2593
Mtr.37230.1.S1_x_at	216.427	528.935	492.545
Mtr.37231.1.S1_at	3964.4	3702.24	3380.25
Mtr.37232.1.S1_at	2467.68	1869.4	1869.99
Mtr.37233.1.S1_at	15.4602	13.0552	15.2771
Mtr.37234.1.S1_at	1029.47	1348.16	1377.22
Mtr.37234.1.S1_s_at	2802.68	3089.73	3269.57
Mtr.37235.1.S1_at	615.388	730.056	594.203
Mtr.37236.1.S1_at	1345.26	1341.81	1364.19
Mtr.37237.1.S1_at	2573.23	2782.1	2857.14
Mtr.37239.1.S1_at	378.774	674.325	826.047
Mtr.3724.1.S1_at	12.519	10.1486	11.9193
Mtr.37240.1.S1_s_at	1808.19	2774.14	2509.62
Mtr.37241.1.S1_at	474.847	488.542	428.158
Mtr.37242.1.S1_at	81.3202	97.8587	104.466
Mtr.37242.1.S1_x_at	197.578	205.867	201.128
Mtr.37243.1.S1_at	4346.48	3657.17	3598.23
Mtr.37244.1.S1_at	64.4649	132.659	118.863
Mtr.37245.1.S1_at	6.96421	6.68085	6.71108
Mtr.37245.1.S1_s_at	237.044	197.317	246.967
Mtr.37246.1.S1_at	11322.5	10911	11790.3
Mtr.37247.1.S1_at	4307.31	4673.4	4073.94
Mtr.37248.1.S1_at	13475.6	13220.5	11650.3
Mtr.37249.1.S1_at	2057.36	1560.21	1774.22
Mtr.3725.1.S1_at	7.2613	7.45977	6.76383
Mtr.37250.1.S1_at	777.463	1694.82	1794.78
Mtr.37250.1.S1_s_at	3633.04	6902.69	6834.92
Mtr.37251.1.S1_at	5210.28	4524.55	4854.13
Mtr.37252.1.S1_at	2660.62	2066.72	1688.19
Mtr.37253.1.S1_at	43.4215	153.102	174.19
Mtr.37254.1.S1_at	8115.38	7685.72	7438.4
Mtr.37255.1.S1_at	5143.52	4606.78	4550.7
Mtr.37256.1.S1_at	6091.98	6172.92	5749.69
Mtr.37257.1.S1_at	439.581	535.31	569.013
Mtr.37258.1.S1_at	2799.68	2691.11	2507.49
Mtr.37259.1.S1_at	543.858	624.034	506.027
Mtr.3726.1.S1_at	7.08261	6.31607	6.1835
Mtr.37260.1.S1_at	1751.97	1553.95	1631.31
Mtr.37262.1.S1_at	351.752	265.15	244.332
Mtr.37263.1.S1_at	291.819	151.045	144.163
Mtr.37264.1.S1_at	880.81	763.976	765.225
Mtr.37265.1.S1_at	3010.42	3010.96	2648.66
Mtr.37266.1.S1_s_at	61.1128	53.5878	54.2358
Mtr.37267.1.S1_at	7734.65	7921.16	7453.96
Mtr.37267.1.S1_x_at	2428.93	2924.1	3084.96
Mtr.37268.1.S1_at	19.0393	16.7029	12.8677
Mtr.37268.1.S1_s_at	7.84606	7.84906	9.12736
Mtr.37269.1.S1_at	7.22904	6.57071	7.39014
Mtr.3727.1.S1_at	716.829	658.839	715.792
Mtr.37270.1.S1_at	7.22133	8.78685	8.19246
Mtr.37271.1.S1_at	70.7641	52.8152	39.8257
Mtr.37272.1.S1_at	10.0543	9.15702	10.0634
Mtr.37273.1.S1_at	56.9354	40.82	49.4107
Mtr.37274.1.S1_at	4512.2	6032.68	5732.16
Mtr.37275.1.S1_at	10936.1	11076.7	9799.83
Mtr.37276.1.S1_at	7921.81	8091.9	7803.03
Mtr.37277.1.S1_at	1719.63	1363.55	1263.36
Mtr.37278.1.S1_at	1705.02	1346.68	1187.91
Mtr.37279.1.S1_at	6.55835	6.85809	7.14832
Mtr.3728.1.S1_at	6.76473	6.73932	5.6577
Mtr.37280.1.S1_at	585.623	823.902	767.718
Mtr.37280.1.S1_s_at	1073.22	1204.93	1349.21
Mtr.37281.1.S1_at	5.37137	7.78001	7.17484
Mtr.37282.1.S1_at	9.56485	9.69558	8.26511
Mtr.37283.1.S1_s_at	5774.67	9088.25	9949.92
Mtr.37284.1.S1_at	2362.35	2441.58	2353.19
Mtr.37285.1.S1_at	298.743	504.408	382.57
Mtr.37286.1.S1_at	363.75	379.87	324.812
Mtr.37287.1.S1_s_at	31.4929	69.3515	48.3495
Mtr.37288.1.S1_at	12.2636	17.4369	18.7581
Mtr.37289.1.S1_at	7.61349	8.53318	7.74326
Mtr.3729.1.S1_at	11.2256	8.30464	14.1176
Mtr.37290.1.S1_at	6.01878	6.7212	5.87692
Mtr.37292.1.S1_at	11272.8	11308.3	11314.3
Mtr.37293.1.S1_at	126.573	339.407	376.844
Mtr.37293.1.S1_x_at	233.09	605.685	682.313
Mtr.37294.1.S1_at	921.531	675.509	709.305
Mtr.37296.1.S1_at	2513.56	2981.23	2389.76
Mtr.37297.1.S1_at	11.7208	9.66725	11.8084
Mtr.37298.1.S1_at	5210.61	5272.64	6158.38
Mtr.37299.1.S1_at	3503.91	4098.89	4195.19
Mtr.373.1.S1_at	31.845	20.2602	22.1674
Mtr.3730.1.S1_at	6.46907	6.43816	7.42984
Mtr.37300.1.S1_at	76.7074	88.0335	70.1224
Mtr.37301.1.S1_at	6.2343	6.11762	5.43631
Mtr.37302.1.S1_s_at	7.14595	12.5441	6.89803
Mtr.37303.1.S1_at	251.747	283.204	263.433
Mtr.37304.1.S1_at	11.1564	10.7727	13.6336
Mtr.37305.1.S1_at	6.19087	6.1348	7.04702
Mtr.37306.1.S1_at	1793.44	1353.89	1529.72
Mtr.37307.1.S1_at	164.573	243.238	283.79
Mtr.37308.1.S1_at	154.713	171.375	170.018
Mtr.37309.1.S1_at	1284.6	1423.68	1354.8
Mtr.3731.1.S1_at	25.9256	14.2901	14.5914
Mtr.37310.1.S1_at	42.6562	74.9151	63.9279
Mtr.37310.1.S1_s_at	783.018	1433.51	1531.33
Mtr.37311.1.S1_at	636.545	648.052	721.981
Mtr.37312.1.S1_at	1427.11	1774.97	1900.01
Mtr.37313.1.S1_at	2356.2	2487.74	2164.11
Mtr.37314.1.S1_at	468.245	638.465	504.739
Mtr.37315.1.S1_at	837.801	535.298	458.223
Mtr.37316.1.S1_at	10251.1	10564.5	9904.28
Mtr.37317.1.S1_at	185.291	152.014	176.749
Mtr.37318.1.S1_at	9510.98	10380.9	9668.27
Mtr.37319.1.S1_at	10270.7	11504.6	11507.3
Mtr.3732.1.S1_at	969.464	714.983	642.837
Mtr.3732.1.S1_s_at	574.775	504.775	454.794
Mtr.37321.1.S1_at	1755.77	1953.76	1769.34
Mtr.37322.1.S1_at	6.55657	6.76182	7.2691
Mtr.37323.1.S1_at	2431.52	2200.74	1989.2
Mtr.37324.1.S1_at	10085.3	12238.7	11463.3
Mtr.37325.1.S1_at	2669.23	2986.14	2123.19
Mtr.37326.1.S1_at	864.185	619.652	655.807
Mtr.37327.1.S1_at	7298.71	7246.89	7950.19
Mtr.37328.1.S1_at	10.9059	11.0654	8.69448
Mtr.37329.1.S1_at	6.97332	8.15106	6.90429
Mtr.3733.1.S1_at	436.783	358.041	292.674
Mtr.37330.1.S1_at	12.7022	9.8493	8.75218
Mtr.37332.1.S1_s_at	5298.06	6297.89	5813.41
Mtr.37333.1.S1_at	2272.94	2052.79	1882.52
Mtr.37334.1.S1_at	3431.87	3067.62	2815.31
Mtr.37335.1.S1_at	206.957	176.726	209.958
Mtr.37336.1.S1_at	921.499	694.576	739.962
Mtr.37337.1.S1_at	10.0124	7.79297	10.0958
Mtr.37338.1.S1_s_at	667.177	975.262	1018.98
Mtr.37339.1.S1_at	11200.1	10964.5	11399.5
Mtr.3734.1.S1_at	458.202	422.42	369.885
Mtr.37340.1.S1_at	2701.01	1748.02	1841.5
Mtr.37341.1.S1_at	11.1024	18.6411	24.0545
Mtr.37342.1.S1_at	17.2226	12.5805	13.9593
Mtr.37343.1.S1_at	1265.73	1614.99	1398.16
Mtr.37344.1.S1_at	3542.4	3748.69	4073.56
Mtr.37345.1.S1_at	2930.98	2839.77	3032.67
Mtr.37346.1.S1_at	1537.45	1599.48	1157.58
Mtr.37347.1.S1_s_at	1165.45	822.798	772.088
