Probeset	ART_00meristem_1	ART_00meristem_2	ART_00meristem_3
Mtr.33263.1.S1_at	6.45843	5.92401	7.78334
Mtr.33265.1.S1_at	17.6995	16.1066	19.9139
Mtr.33266.1.S1_at	7.76999	7.67595	6.12197
Mtr.33266.1.S1_s_at	8.51728	15.979	9.43833
Mtr.33267.1.S1_at	7.72798	9.69389	8.6638
Mtr.33268.1.S1_at	14.7006	18.8688	23.9544
Mtr.33269.1.S1_at	76.0331	108.815	62.7242
Mtr.33270.1.S1_at	558.682	443.08	435.033
Mtr.33271.1.S1_at	44.8594	32.157	45.5145
Mtr.33272.1.S1_at	9.14107	6.96022	7.51195
Mtr.33273.1.S1_at	142.7	159.271	131.563
Mtr.33274.1.S1_at	25.016	48.932	28.288
Mtr.33275.1.S1_s_at	32.2978	50.0487	56.0543
Mtr.33276.1.S1_at	11.3692	9.09393	9.66627
Mtr.33276.1.S1_s_at	44.6174	34.1162	48.0281
Mtr.33277.1.S1_at	29.9328	23.8475	33.3836
Mtr.33278.1.S1_at	14.6952	11.3641	12.9046
Mtr.33279.1.S1_at	22.1528	15.2216	15.2115
Mtr.3328.1.S1_at	6.71543	7.4474	7.14143
Mtr.33280.1.S1_at	771.639	705.691	668.625
Mtr.33281.1.S1_s_at	360.41	556.538	698.238
Mtr.33282.1.S1_at	22.7744	12.6206	14.2171
Mtr.33282.1.S1_s_at	40.8795	36.176	29.2699
Mtr.33283.1.S1_at	9.5321	10.5036	7.92736
Mtr.33284.1.S1_at	75.9622	71.693	61.674
Mtr.33285.1.S1_at	100.635	83.71	49.7676
Mtr.33286.1.S1_at	6.142	6.61253	6.70031
Mtr.33287.1.S1_at	51.4671	69.3504	50.2285
Mtr.33288.1.S1_s_at	79.0258	113.344	92.5707
Mtr.33289.1.S1_at	8.09226	8.29751	6.94131
Mtr.33290.1.S1_at	383.043	379.549	356.483
Mtr.33291.1.S1_s_at	2709.52	2512.54	2332.54
Mtr.33292.1.S1_at	49.846	46.1649	32.4673
Mtr.33293.1.S1_at	11.0176	13.9239	13.031
Mtr.33294.1.S1_at	142.669	123.495	110.136
Mtr.33295.1.S1_at	127.816	118.238	82.2872
Mtr.33296.1.S1_at	9.03582	10.0929	6.00914
Mtr.33296.1.S1_s_at	38.2245	29.7545	42.9322
Mtr.33297.1.S1_at	11.1114	13.7224	10.177
Mtr.33297.1.S1_s_at	226.891	216.991	204.724
Mtr.33298.1.S1_s_at	5355.75	5271.3	5048.43
Mtr.33299.1.S1_at	10.1377	8.05906	9.07513
Mtr.3330.1.S1_at	7.23587	8.46822	9.98841
Mtr.33300.1.S1_at	12.5197	11.3096	12.7888
Mtr.33301.1.S1_at	7.14588	7.51728	6.56033
Mtr.33302.1.S1_at	278.102	231.58	253.518
Mtr.33303.1.S1_at	12.2604	15.3942	11.1023
Mtr.33304.1.S1_at	31.9022	46.5905	51.2292
Mtr.33305.1.S1_at	32.8429	30.0875	22.8145
Mtr.33306.1.S1_at	23.7158	27.8019	35.7273
Mtr.33307.1.S1_at	17.3597	13.3847	14.6929
Mtr.33308.1.S1_at	260.044	174.152	141.413
Mtr.33309.1.S1_at	9.17645	10.2811	8.7113
Mtr.33309.1.S1_s_at	697.273	657.187	566.44
Mtr.3331.1.S1_at	7.72782	11.1275	10.2002
Mtr.33310.1.S1_at	34.302	44.6791	35.3551
Mtr.33311.1.S1_at	13.6417	11.493	14.3874
Mtr.33312.1.S1_at	11.4431	12.2899	10.3002
Mtr.33313.1.S1_s_at	1307	1319.53	1099.27
Mtr.33314.1.S1_at	16.6873	25.0893	19.165
Mtr.33315.1.S1_at	65.734	74.3395	75.6931
Mtr.33316.1.S1_at	6.87028	6.99132	8.28772
Mtr.33317.1.S1_at	461.862	467.446	433.939
Mtr.33318.1.S1_at	13.8756	13.9922	12.5904
Mtr.33319.1.S1_at	8.13333	9.33204	8.40365
Mtr.33320.1.S1_at	195.008	219.678	215.434
Mtr.33321.1.S1_at	10.8146	10.5056	12.746
Mtr.33322.1.S1_at	42.0127	44.0561	39.7954
Mtr.33323.1.S1_at	27.8263	44.5645	19.1306
Mtr.33324.1.S1_at	8.16338	10.5972	9.91154
Mtr.33325.1.S1_at	494.442	497.443	415.744
Mtr.33326.1.S1_at	10.7134	11.2253	11.0713
Mtr.33327.1.S1_at	8.53439	9.85785	7.93629
Mtr.33328.1.S1_at	9.76679	11.2186	10.8167
Mtr.33329.1.S1_at	79.4446	67.2987	66.5238
Mtr.3333.1.S1_at	10.5036	10.6763	9.98841
Mtr.33330.1.S1_at	74.6305	118.392	55.9482
Mtr.33331.1.S1_s_at	86.2291	99.0142	93.8181
Mtr.33332.1.S1_at	29.5684	21.8044	24.02
Mtr.33334.1.S1_at	53.6802	54.2999	51.5694
Mtr.33335.1.S1_at	7.14256	6.4359	7.28408
Mtr.33336.1.S1_at	112.021	126.417	105.274
Mtr.33337.1.S1_at	176.364	170.523	152.909
Mtr.33338.1.S1_s_at	693.795	662.867	672.274
Mtr.33339.1.S1_at	182.499	204.116	193.33
Mtr.33340.1.S1_at	18.2005	17.6573	21.2729
Mtr.33341.1.S1_at	16.2148	11.5631	11.8561
Mtr.33342.1.S1_at	139.446	154.137	159.949
Mtr.33344.1.S1_at	21.3501	17.8596	16.9028
Mtr.33345.1.S1_s_at	102.112	119.7	129.059
Mtr.33346.1.S1_at	11.1531	10.8561	11.002
Mtr.33347.1.S1_s_at	836.066	804.119	795.225
Mtr.33348.1.S1_at	14.2778	14.9863	21.0307
Mtr.3335.1.S1_x_at	7.72493	5.60672	5.86154
Mtr.33350.1.S1_at	10.145	10.1657	10.6211
Mtr.33350.1.S1_s_at	7.15921	7.68684	6.99541
Mtr.33350.1.S1_x_at	9.68225	9.52869	9.52728
Mtr.33351.1.S1_at	47.8557	47.7989	50.2537
Mtr.33352.1.S1_at	37.49	60.2117	51.8733
Mtr.33353.1.S1_at	75.6498	47.5348	67.854
Mtr.33354.1.S1_at	273.901	256.144	264.234
Mtr.33355.1.S1_at	5.81036	7.27334	6.83813
Mtr.33355.1.S1_s_at	82.2612	68.1202	58.5789
Mtr.33356.1.S1_s_at	1335.99	1466.05	1735.41
Mtr.33357.1.S1_at	50.0519	47.1172	34.2025
Mtr.33358.1.S1_s_at	613.872	608.934	485.05
Mtr.33359.1.S1_at	10.1088	13.2567	11.1406
Mtr.3336.1.S1_at	8.84818	7.94679	7.23354
Mtr.33360.1.S1_at	1574.56	807.192	840.814
Mtr.33361.1.S1_at	61.2746	65.5014	60.5678
Mtr.33362.1.S1_at	91.6081	99.4517	82.1237
Mtr.33363.1.S1_at	9.60887	10.2748	8.86615
Mtr.33364.1.S1_at	10.9206	10.2158	7.98895
Mtr.33365.1.S1_at	13.1471	8.57475	13.5492
Mtr.33365.1.S1_s_at	1922.95	2571.74	3136.84
Mtr.33366.1.S1_at	8.30578	10.1649	12.1751
Mtr.33367.1.S1_at	473.36	441.496	436.936
Mtr.33368.1.S1_at	8.91746	10.1195	7.71562
Mtr.33369.1.S1_at	17.3849	13.0871	12.9046
Mtr.3337.1.S1_at	8.24016	8.96583	14.6469
Mtr.33370.1.S1_at	52.0616	45.4168	37.9335
Mtr.33371.1.S1_at	7.91944	5.99625	7.49236
Mtr.33372.1.S1_at	324.456	262.624	264.134
Mtr.33373.1.S1_at	30.4055	21.3561	26.9864
Mtr.33374.1.S1_at	12.457	12.9695	15.1206
Mtr.33375.1.S1_at	224.746	224.61	179.497
Mtr.33376.1.S1_at	901.244	807.207	817.164
Mtr.33377.1.S1_at	5.36216	6.2355	6.12335
Mtr.33377.1.S1_s_at	6.66258	8.60197	10.4855
Mtr.33378.1.S1_at	52.4685	69.7403	50.0838
Mtr.33379.1.S1_at	9.65309	12.1932	10.5922
Mtr.33379.1.S1_s_at	255.443	321.279	332.514
Mtr.3338.1.S1_at	11.5937	16.484	14.5544
Mtr.33380.1.S1_s_at	149.096	174.001	174.359
Mtr.33381.1.S1_at	6.45207	6.22967	6.42738
Mtr.33382.1.S1_at	54.8653	32.1416	28.4828
Mtr.33383.1.S1_at	22.3599	17.1481	28.2442
Mtr.33384.1.S1_at	120.505	98.5425	91.613
Mtr.33385.1.S1_at	19.5008	31.5454	25.187
Mtr.33386.1.S1_at	21.3339	20.5889	17.9917
Mtr.33387.1.S1_at	134.857	142.62	141.125
Mtr.33388.1.S1_at	295.244	345.885	327.601
Mtr.33389.1.S1_at	115.541	112.663	126.736
Mtr.3339.1.S1_at	13.8811	12.4443	13.2189
Mtr.33390.1.S1_at	6.97542	10.1706	8.71179
Mtr.33391.1.S1_at	1236.48	1184.47	1090.46
Mtr.33392.1.S1_at	17.4773	19.5143	21.9375
Mtr.33393.1.S1_at	22.7394	25.1373	31.8536
Mtr.33394.1.S1_at	190.681	194.38	177.828
Mtr.33395.1.S1_at	15.1674	19.751	18.1529
Mtr.33396.1.S1_s_at	180.464	183.302	204.913
Mtr.33397.1.S1_at	36.4688	26.5391	36.038
Mtr.33398.1.S1_s_at	162.62	207.5	208.745
Mtr.33399.1.S1_at	7.13306	7.29431	7.59601
Mtr.334.1.S1_at	5.93442	6.3743	6.32175
Mtr.33400.1.S1_at	11.6915	10.7428	9.22986
Mtr.33401.1.S1_at	12.426	9.59372	11.1793
Mtr.33402.1.S1_at	124.492	95.1467	113.823
Mtr.33403.1.S1_at	18.5837	14.3668	14.821
Mtr.33404.1.S1_at	10.094	9.19492	8.6079
Mtr.33404.1.S1_s_at	11.8593	7.48717	10.4897
Mtr.33405.1.S1_at	10.2103	8.34786	7.77831
Mtr.33405.1.S1_x_at	13.1086	8.60197	9.96647
Mtr.33406.1.S1_at	25.0054	25.1053	27.0778
Mtr.33407.1.S1_s_at	12.4853	8.186	13.7335
Mtr.33408.1.S1_at	309.675	320.812	290.515
Mtr.33409.1.S1_at	9.38764	13.3629	8.56561
Mtr.3341.1.S1_at	12.3789	8.07573	7.22658
Mtr.33410.1.S1_at	6.47323	6.20972	6.79145
Mtr.33411.1.S1_at	142.383	152.104	155.808
Mtr.33412.1.S1_at	601.479	670.839	645.649
Mtr.33413.1.S1_at	14.5471	18.327	13.6141
Mtr.33414.1.S1_at	9.12471	12.5463	11.3775
Mtr.33415.1.S1_at	58.3651	52.4693	39.2107
Mtr.33416.1.S1_at	13.6553	11.4726	16.6594
Mtr.33417.1.S1_at	37.0461	50.6168	48.9709
Mtr.33418.1.S1_at	9.74765	10.5093	10.8835
Mtr.33419.1.S1_at	14.7702	12.5914	12.2244
Mtr.33420.1.S1_at	39.3546	42.3013	26.979
Mtr.33421.1.S1_at	137.634	191.17	187.655
Mtr.33422.1.S1_at	7.0892	6.85929	9.43787
Mtr.33423.1.S1_at	240.254	241.532	276.777
Mtr.33424.1.S1_at	47.4209	59.7287	51.5634
Mtr.33424.1.S1_s_at	15.4143	12.7687	14.655
Mtr.33425.1.S1_at	15.8564	9.42421	14.7583
Mtr.33426.1.S1_at	24.9365	42.5433	27.3961
Mtr.33427.1.S1_at	14.4126	14.0374	13.6141
Mtr.33428.1.S1_at	46.9031	41.0592	50.828
Mtr.33429.1.S1_at	21.3348	36.6017	32.8607
Mtr.3343.1.S1_at	7.28741	8.93271	7.59601
Mtr.33430.1.S1_at	58.8645	45.5682	42.5644
Mtr.33431.1.S1_at	19.58	18.1258	23.1698
Mtr.33432.1.S1_at	251.172	215.985	194.108
Mtr.33433.1.S1_at	339.787	346.236	332.831
Mtr.33434.1.S1_at	9.69446	9.38699	9.98841
Mtr.33434.1.S1_x_at	9.87332	8.42925	8.97663
Mtr.33436.1.S1_at	15.1985	36.9759	16.4886
Mtr.33437.1.S1_at	241.655	312.313	328.066
Mtr.33439.1.S1_at	561.46	498.465	498.128
Mtr.3344.1.S1_at	6.56536	8.6081	8.09378
Mtr.33440.1.S1_at	47.68	45.5997	35.4877
Mtr.33441.1.S1_at	6.70505	7.46368	6.57167
Mtr.33441.1.S1_s_at	13.7189	13.6278	18.5024
Mtr.33442.1.S1_at	41.5611	51.3982	48.6304
Mtr.33443.1.S1_at	26.4276	29.6224	28.7153
Mtr.33444.1.S1_at	48.2127	50.5451	48.173
Mtr.33445.1.S1_at	346.96	337.675	332.563
Mtr.33446.1.S1_at	13.2601	13.7822	16.7417
Mtr.33447.1.S1_at	9.34163	8.60197	9.88959
Mtr.33447.1.S1_s_at	153.401	187.452	170.661
Mtr.33448.1.S1_at	358.183	432.018	466.438
Mtr.33448.1.S1_s_at	757.074	826.422	964.985
Mtr.33449.1.S1_at	20.5897	16.1824	23.2376
Mtr.3345.1.S1_at	136.302	134.1	145.4
Mtr.33450.1.S1_at	7.4313	6.91498	8.02825
Mtr.33451.1.S1_at	190.929	205.986	211.974
Mtr.33452.1.S1_s_at	5.59598	7.14492	6.45536
Mtr.33453.1.S1_at	17.1677	9.83325	15.5826
Mtr.33454.1.S1_at	11.3107	16.215	15.1206
Mtr.33455.1.S1_at	128.546	121.881	126.635
Mtr.33456.1.S1_at	213.05	216.938	214.119
Mtr.33457.1.S1_at	7.6143	10.6309	9.38759
Mtr.33457.1.S1_s_at	21.3496	46.6417	45.0068
Mtr.33458.1.S1_at	14.2153	10.4199	12.1275
Mtr.33459.1.S1_at	6.13831	7.07519	6.70512
Mtr.33459.1.S1_s_at	12.2967	10.8031	10.4897
Mtr.3346.1.S1_at	85.5986	76.9202	65.9614
Mtr.33460.1.S1_at	29.8575	18.6917	45.2659
Mtr.33461.1.S1_at	8.82266	8.01732	11.1411
Mtr.33462.1.S1_at	144.721	153.001	136.405
Mtr.33463.1.S1_at	166.238	167.358	230.362
Mtr.33463.1.S1_s_at	1088.9	1299.36	1349.19
Mtr.33464.1.S1_x_at	7.57086	7.09914	6.75067
Mtr.33465.1.S1_at	10.4927	7.38431	7.18704
Mtr.33465.1.S1_s_at	9.62092	9.73396	10.0456
Mtr.33466.1.S1_at	158.142	150.677	138.832
Mtr.33467.1.S1_at	47.606	39.5663	44.1029
Mtr.33468.1.S1_at	6.06515	6.62941	7.69006
Mtr.33469.1.S1_at	7.73663	6.49886	6.81721
Mtr.3347.1.S1_at	6.75027	8.36863	7.3841
Mtr.33470.1.S1_at	272.639	262.67	207.716
Mtr.33471.1.S1_at	407.948	389.61	450.166
Mtr.33472.1.S1_at	127.036	110.264	100.379
Mtr.33472.1.S1_x_at	109.517	102.393	88.7353
Mtr.33473.1.S1_at	8.77645	7.83119	10.1666
Mtr.33474.1.S1_at	93.7044	108.283	107.01
Mtr.33475.1.S1_s_at	22.2118	16.8338	15.1093
Mtr.33476.1.S1_at	8.53343	6.98799	6.29336
Mtr.33477.1.S1_at	14.802	12.112	13.2604
Mtr.33478.1.S1_at	13.0321	14.5264	15.2938
Mtr.33479.1.S1_at	21.3633	17.4956	19.3149
Mtr.3348.1.S1_at	290.012	257.734	231.801
Mtr.33480.1.S1_at	193.422	270.687	266.804
Mtr.33481.1.S1_at	8.30578	7.49524	8.64909
Mtr.33482.1.S1_at	74.6524	39.6129	58.641
Mtr.33482.1.S1_s_at	1759.78	1383.51	1866.81
Mtr.33483.1.S1_at	6.51315	7.06431	7.00277
Mtr.33484.1.S1_at	7.11494	6.67544	6.65665
Mtr.33484.1.S1_s_at	79.8941	83.9976	102.371
Mtr.33485.1.S1_at	18.6194	14.5429	22.2275
Mtr.33486.1.S1_at	22.2933	18.0753	20.3164
Mtr.33487.1.S1_at	10.7729	8.12956	8.6638
Mtr.33488.1.S1_at	51.3885	53.8041	52.0271
Mtr.33489.1.S1_at	76.613	87.1477	87.484
Mtr.33490.1.S1_at	10.0902	8.73483	8.92805
Mtr.33491.1.S1_at	137.082	118.512	77.0561
Mtr.33492.1.S1_at	610.268	562.966	595.954
Mtr.33492.1.S1_s_at	589.853	578.389	546.21
Mtr.33493.1.S1_at	1055.86	1058.61	1173.92
Mtr.33494.1.S1_at	9.48474	10.0292	7.31687
Mtr.33495.1.S1_at	78.9712	49.7411	48.0942
Mtr.33497.1.S1_at	10.1587	8.64545	11.6805
Mtr.33498.1.S1_at	48.7961	41.0874	45.084
Mtr.33499.1.S1_at	11.9639	13.9052	13.2346
Mtr.335.1.S1_at	6.57451	7.09293	6.50135
Mtr.3350.1.S1_at	17.0383	12.8141	13.895
Mtr.33500.1.S1_at	7.31887	9.19956	8.9018
Mtr.33502.1.S1_s_at	348.281	330.315	261.425
Mtr.33503.1.S1_x_at	10.6526	9.10189	12.3162
Mtr.33504.1.S1_x_at	25.6634	34.6054	30.5896
Mtr.33505.1.S1_at	19.1036	11.3582	14.6065
Mtr.33506.1.S1_at	29.1524	26.8227	24.8293
Mtr.33507.1.S1_at	24.3266	25.702	19.1148
Mtr.33508.1.S1_at	8.41985	7.17152	8.72347
Mtr.33508.1.S1_s_at	655.497	711.281	806.397
Mtr.33509.1.S1_at	10.2687	17.8615	10.9548
Mtr.3351.1.S1_at	12.4538	14.6883	11.88
Mtr.33510.1.S1_at	323.39	326.213	295.328
Mtr.33511.1.S1_at	6.15706	6.0869	5.92429
Mtr.33512.1.S1_at	39.7395	37.3725	25.8756
Mtr.33513.1.S1_at	8.59221	7.3663	6.48983
Mtr.33514.1.S1_at	19.1787	34.3668	29.4238
Mtr.33515.1.S1_at	8.29151	10.0179	11.3609
Mtr.33518.1.S1_at	15.2404	22.5631	15.5453
Mtr.33519.1.S1_at	196.497	177.033	193.782
Mtr.3352.1.S1_at	9.58683	11.7513	11.1478
Mtr.33520.1.S1_at	135.834	160.987	120.757
Mtr.33521.1.S1_at	12.2347	10.7497	12.9212
Mtr.33522.1.S1_at	9.77655	9.16005	7.76314
Mtr.33523.1.S1_at	11.9639	8.52579	11.1113
Mtr.33524.1.S1_at	28.0176	36.1463	16.6076
Mtr.33525.1.S1_at	12.3817	12.6259	14.292
Mtr.33526.1.S1_at	536.195	628.677	584.938
Mtr.33527.1.S1_at	131.725	138.022	122.626
Mtr.33528.1.S1_at	22.5127	12.2134	19.6388
Mtr.33529.1.S1_at	7.21673	8.43702	10.9975
Mtr.3353.1.S1_at	284.218	363.381	416.677
Mtr.33530.1.S1_at	24.9365	18.6956	22.9951
Mtr.33531.1.S1_at	27.1037	37.0106	23.2092
Mtr.33532.1.S1_at	39.8064	50.8498	62.5411
Mtr.33533.1.S1_at	5.87167	7.99412	8.27083
Mtr.33534.1.S1_at	6.72497	7.13592	7.66815
Mtr.33535.1.S1_at	293.412	334.103	301.155
Mtr.33536.1.S1_at	178.288	213.935	234.145
Mtr.33537.1.S1_at	7.87118	7.38106	9.23452
Mtr.33538.1.S1_at	86.8073	96.7535	119.002
Mtr.33539.1.S1_at	10.4884	12.369	8.74628
Mtr.3354.1.S1_at	8.9607	7.60196	7.59704
Mtr.33540.1.S1_at	15.5878	13.2177	13.5885
Mtr.33541.1.S1_x_at	98.3285	93.4554	111.777
Mtr.33542.1.S1_at	43.896	50.631	47.3901
Mtr.33543.1.S1_at	35.3472	42.5361	55.4254
Mtr.33544.1.S1_at	252.878	203.816	317.87
Mtr.33545.1.S1_s_at	1159.32	829.35	930.676
Mtr.33546.1.S1_at	15.0816	26.7763	23.1683
Mtr.33547.1.S1_at	109.202	129.201	102.61
Mtr.33548.1.S1_at	195.134	224.823	204.185
Mtr.33549.1.S1_at	8.77588	17.5065	12.3284
Mtr.3355.1.S1_at	11.2956	8.015	8.09335
Mtr.33550.1.S1_s_at	250.962	226.003	230.927
Mtr.33551.1.S1_at	553.951	512.301	499.068
Mtr.33552.1.S1_at	13.2311	9.37465	10.1294
Mtr.33553.1.S1_at	9.97259	11.7982	10.4897
Mtr.33554.1.S1_at	62.0813	61.8461	52.7682
Mtr.33555.1.S1_at	9.67566	10.6399	11.0924
Mtr.33555.1.S1_s_at	92.3085	95.618	67.9581
Mtr.33556.1.S1_at	16.9853	18.2649	19.6169
Mtr.33557.1.S1_at	7.92708	11.2006	9.09118
Mtr.33558.1.S1_at	155.723	167.218	173.443
Mtr.33559.1.S1_at	6.15079	8.08069	9.87731
Mtr.3356.1.S1_at	19.7436	15.8915	14.8402
Mtr.33560.1.S1_at	7.41429	6.33472	6.23321
Mtr.33561.1.S1_at	37.8179	48.8066	62.0942
Mtr.33562.1.S1_at	371.319	189.8	163.728
Mtr.33563.1.S1_at	22.0104	33.0714	40.2812
Mtr.33564.1.S1_at	15.5926	26.4495	23.651
Mtr.33565.1.S1_at	6.3409	6.40223	6.0134
Mtr.33566.1.S1_at	243.625	407.424	446.362
Mtr.33567.1.S1_at	7.45066	7.72844	6.55568
Mtr.33568.1.S1_at	8.84755	11.6574	8.42126
Mtr.33569.1.S1_at	7.16641	9.56845	9.33445
Mtr.3357.1.S1_at	146.389	152.456	141.886
Mtr.33570.1.S1_at	12.2737	13.4717	11.5366
Mtr.33571.1.S1_at	360.567	391.318	398.575
Mtr.33572.1.S1_at	7.2211	7.05358	6.79853
Mtr.33573.1.S1_at	9.08998	13.0952	12.6338
Mtr.33574.1.S1_at	22.5127	31.8477	28.7772
Mtr.33575.1.S1_s_at	92.9739	114.696	109.15
Mtr.33576.1.S1_at	10.0495	9.85279	11.1186
Mtr.33577.1.S1_at	7.93404	9.74051	9.49897
Mtr.33578.1.S1_at	38.6012	26.4904	31.2084
Mtr.33579.1.S1_at	2689.09	2874.31	2891.82
Mtr.3358.1.S1_at	64.3361	56.4092	56.3062
Mtr.33580.1.S1_at	8.21603	7.46148	7.2312
Mtr.33581.1.S1_at	330.136	291.312	300.404
Mtr.33581.1.S1_s_at	1303.74	1265.64	1278.15
Mtr.33582.1.S1_at	175.884	197.692	179.724
Mtr.33583.1.S1_at	8.44433	13.9118	10.1641
Mtr.33584.1.S1_at	13.3748	19.2986	13.5252
Mtr.33585.1.S1_at	30.7519	37.2218	53.9969
Mtr.33586.1.S1_at	14.0221	22.345	16.1534
Mtr.33587.1.S1_at	16.1248	20.3034	25.9502
Mtr.33588.1.S1_at	13.5428	17.8977	17.8561
Mtr.33589.1.S1_at	14.1075	16.6041	21.2688
Mtr.3359.1.S1_at	11.7823	8.34912	10.3642
Mtr.33590.1.S1_at	66.7948	62.8614	40.0264
Mtr.33590.1.S1_s_at	859.003	874.596	866.675
Mtr.33591.1.S1_at	228.736	229.097	204.199
Mtr.33592.1.S1_at	8.81101	10.5494	11.666
Mtr.33593.1.S1_at	114.38	117.028	110.202
Mtr.33594.1.S1_at	11.2956	12.4346	10.3046
Mtr.33595.1.S1_s_at	142.349	126.89	145.479
Mtr.33596.1.S1_at	454.833	422.011	401.414
Mtr.33597.1.S1_at	212.165	199.41	237.623
Mtr.33598.1.S1_at	6.90744	6.93407	6.00914
Mtr.33599.1.S1_at	24.9135	32.8572	21.6157
Mtr.3360.1.S1_at	88.0255	55.5625	65.7554
Mtr.33600.1.S1_at	7.26395	8.71373	8.28772
Mtr.33601.1.S1_s_at	5.46638	8.52303	6.90828
Mtr.33602.1.S1_at	110.203	129.154	121.209
Mtr.33603.1.S1_s_at	5174.73	6204.13	5973.36
Mtr.33604.1.S1_at	6.76678	7.31479	7.33683
Mtr.33605.1.S1_at	6.16112	8.60222	7.59601
Mtr.33606.1.S1_at	11.458	13.5966	15.5182
Mtr.33607.1.S1_at	9.03246	7.17881	7.34248
Mtr.33608.1.S1_at	124.263	93.0844	145.764
Mtr.33609.1.S1_at	13.2662	8.80867	10.353
Mtr.3361.1.S1_at	12.3766	10.5912	11.6366
Mtr.33610.1.S1_at	5.66423	6.5708	6.36066
Mtr.33610.1.S1_s_at	122.996	136.909	145.193
Mtr.33611.1.S1_at	55.2005	51.8371	62.3172
Mtr.33612.1.S1_at	11.4132	12.233	12.8955
Mtr.33613.1.S1_at	5.58936	5.52432	6.21787
Mtr.33614.1.S1_at	12.4832	13.5593	9.77486
Mtr.33615.1.S1_at	47.7676	37.0645	34.7806
Mtr.33616.1.S1_at	668.362	655.21	673.321
Mtr.33617.1.S1_at	10.5494	12.8351	10.7991
Mtr.33618.1.S1_at	7.8999	8.0936	8.15918
Mtr.33619.1.S1_at	9.54469	9.559	9.01474
Mtr.3362.1.S1_x_at	12.3295	8.67064	9.92331
Mtr.33620.1.S1_at	136.876	120.93	138.149
Mtr.33621.1.S1_at	348.402	295.208	254.187
Mtr.33622.1.S1_at	13.4504	18.5242	20.4647
Mtr.33623.1.S1_at	231.744	284.266	220.117
Mtr.33624.1.S1_at	63.7849	81.7806	60.4572
Mtr.33626.1.S1_at	6.45694	8.57218	7.27247
Mtr.33627.1.S1_at	8.61655	9.25838	9.52121
Mtr.33628.1.S1_at	96.23	97.7719	100.035
Mtr.33629.1.S1_at	6.73971	9.68756	6.65064
Mtr.3363.1.S1_at	20.1891	20.5887	16.3339
Mtr.33630.1.S1_at	117.06	105.154	85.626
Mtr.33631.1.S1_at	7.57086	6.70909	5.80449
Mtr.33632.1.S1_s_at	9.33856	11.7937	14.1371
Mtr.33633.1.S1_at	13.0366	11.6992	7.20374
Mtr.33634.1.S1_at	147.324	147.065	126.828
Mtr.33635.1.S1_at	18.0063	15.9287	28.8529
Mtr.33636.1.S1_at	15.2363	12.8431	15.8162
Mtr.33637.1.S1_at	61.5178	56.4932	53.0242
Mtr.33638.1.S1_at	36.5435	31.1131	34.4991
Mtr.33639.1.S1_at	8.76969	8.27408	9.27379
Mtr.3364.1.S1_at	11.1273	8.37362	9.49905
Mtr.3364.1.S1_s_at	40.4698	39.1797	39.395
Mtr.33640.1.S1_at	547.779	547.497	564.666
Mtr.33641.1.S1_at	565.722	679.028	566.946
Mtr.33642.1.S1_at	11.1086	11.5963	13.7342
Mtr.33643.1.S1_at	17.2056	11.5074	14.0659
Mtr.33644.1.S1_at	7.29484	9.10293	7.83768
Mtr.33645.1.S1_at	62.8048	51.1771	39.4961
Mtr.33646.1.S1_at	38.4044	35.3601	26.285
Mtr.33647.1.S1_at	8.30578	10.0575	10.6153
Mtr.33648.1.S1_at	9.64875	9.38105	9.55256
Mtr.33649.1.S1_at	7.29452	6.84029	7.1413
Mtr.3365.1.S1_at	48.2536	45.2082	48.2019
Mtr.33650.1.S1_at	36.7098	49.3563	31.5824
Mtr.33651.1.S1_at	21.2924	16.4669	13.5081
Mtr.33652.1.S1_at	866.908	996.856	948.287
Mtr.33653.1.S1_s_at	27.9946	41.0027	32.6017
Mtr.33654.1.S1_at	127.464	109.262	90.043
Mtr.33655.1.S1_at	15.8999	23.5135	12.2465
Mtr.33656.1.S1_at	176.68	149.569	139.123
Mtr.33657.1.S1_at	18.4875	16.4237	20.2985
Mtr.33658.1.S1_at	307.142	301.74	272.745
Mtr.33659.1.S1_at	6.16112	6.69523	6.23321
Mtr.3366.1.S1_at	58.7716	57.0258	55.6353
Mtr.33660.1.S1_s_at	161.347	185.666	183.359
Mtr.33661.1.S1_at	23.8696	17.3167	21.2282
Mtr.33662.1.S1_at	9.8226	12.2826	10.7631
Mtr.33663.1.S1_at	19.5125	25.6034	21.5744
Mtr.33664.1.S1_at	13.345	19.0388	13.6866
Mtr.33665.1.S1_at	5.97663	6.17748	6.79717
Mtr.33666.1.S1_at	15.8117	16.8125	12.4429
Mtr.33667.1.S1_at	9.84808	13.936	16.5359
Mtr.33668.1.S1_at	318.473	270.731	268.633
Mtr.33668.1.S1_a_at	483.043	501.334	485.032
Mtr.33669.1.S1_at	16.0081	15.5117	16.7859
Mtr.3367.1.S1_at	50.9153	29.2679	38.9952
Mtr.33670.1.S1_at	8.76259	6.73173	7.47895
Mtr.33671.1.S1_at	16.7049	16.7242	18.0083
Mtr.33672.1.S1_s_at	122.564	134.231	107.693
Mtr.33673.1.S1_at	13.4181	8.41756	7.61825
Mtr.33674.1.S1_at	7.10671	5.99625	6.51116
Mtr.33674.1.S1_s_at	6.3241	9.3456	9.07513
Mtr.33675.1.S1_at	6.94216	8.81575	5.46621
Mtr.33676.1.S1_at	23.7158	16.5036	20.1775
